Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
B_2_33_1	64.37041209150651	55.0	146.4552643958595	9.090909090909092	34275272.0
B_2_33_2	65.17086918231678	56.0	146.33734115953916	9.090909090909092	34275272.0
B_2_34_1	65.07468892971649	55.0	146.50576974533277	9.090909090909092	30664525.0
B_2_34_2	65.63850053546349	56.0	146.03989551444218	9.090909090909092	30664525.0
B_2_35_1	64.84398097287745	55.0	146.43765460053794	9.090909090909092	31598370.0
B_2_35_2	65.7793029908447	56.0	146.1819220421813	9.090909090909092	31598370.0
B_2_36_1	70.54468772960479	55.0	146.66649154838032	9.090909090909092	32410474.0
B_2_36_2	72.41472833694361	55.0	146.6098274897183	9.090909090909092	32410474.0
B_2_38_1	70.65575136166724	55.0	145.45350086319806	9.090909090909092	35012822.0
B_2_38_2	70.0614951425499	56.0	145.50060126544497	9.090909090909092	35012822.0
B_2_39_1	74.85044590744486	51.0	145.9187417344334	9.090909090909092	33146548.0
B_2_39_2	74.57606285895781	52.0	145.78934304109134	9.090909090909092	33146548.0
B_2_3_1	65.71752517857001	55.0	146.65278728595004	9.090909090909092	34891038.0
B_2_3_2	66.66549557285686	55.0	146.29676308282947	9.090909090909092	34891038.0
B_2_40_1	64.06017495350476	55.0	145.81959609867263	9.090909090909092	37674152.0
B_2_40_2	65.39066904303502	55.0	146.3956435170724	9.090909090909092	37674152.0
B_2_41_1	60.65373678413162	56.0	146.193289072095	9.090909090909092	28981566.0
B_2_41_2	61.6879609866199	56.0	146.3327202884758	9.090909090909092	28981566.0
B_2_42_1	64.93490609578063	55.0	146.12107487332966	9.090909090909092	39063803.0
B_2_42_2	66.54971682203389	56.0	146.31436322264886	9.090909090909092	39063803.0
B_2_4_1	67.23203170512281	54.0	146.74742622701612	9.090909090909092	30871701.0
B_2_4_2	67.99377662603132	55.0	146.30012985031178	9.090909090909092	30871701.0
B_2_5_1	70.25084609022122	55.0	146.68773007320831	9.090909090909092	41387370.0
B_2_5_2	70.98744688848194	55.0	145.9597336578768	9.090909090909092	41387370.0
B_2_6_1	69.44318923641012	55.0	146.6823540544494	9.090909090909092	40252272.0
B_2_6_2	70.02964302782998	55.0	145.72767176968296	9.090909090909092	40252272.0
B_2_8_1	66.87484751193955	55.0	146.40164318424405	9.090909090909092	37101013.0
B_2_8_2	68.06017065530715	56.0	146.16227360153212	9.090909090909092	37101013.0
B_2_9_1	68.31142913122517	55.0	146.78775762114725	9.090909090909092	36812535.0
B_2_9_2	69.17440869655142	56.0	145.90790528280652	9.090909090909092	36812535.0
B_3_10_1	70.0726098640061	54.0	146.48508565026862	9.090909090909092	33701704.0
B_3_10_2	71.33207828570652	55.0	146.62290865174057	9.090909090909092	33701704.0
B_3_11_1	76.64576248193693	55.0	147.37667069647003	9.090909090909092	56232686.0
B_3_11_2	77.90124637028059	55.0	146.86445175320276	9.090909090909092	56232686.0
B_3_12_1	70.42544526658853	55.0	147.25541893386225	18.181818181818183	39108154.0
B_3_12_2	75.50723557215382	55.0	147.84699446565543	9.090909090909092	39108154.0
B_3_13_1	69.10903933382198	56.0	147.07240668542866	18.181818181818183	43228163.0
B_3_13_2	75.1800019589329	56.0	147.82050576611363	9.090909090909092	43228163.0
B_3_14_1	67.65727571952743	55.0	147.37006840902242	18.181818181818183	41656055.0
B_3_14_2	73.51667726306668	55.0	147.76285279534991	9.090909090909092	41656055.0
B_3_15_1	73.23135263809269	55.0	146.1093718318897	9.090909090909092	45561466.0
B_3_15_2	74.30238448884079	55.0	144.7636787192054	9.090909090909092	45561466.0
B_3_16_1	68.48162921525551	55.0	147.37743866873728	27.27272727272727	40763224.0
B_3_16_2	74.14553697874766	55.0	147.835190170434	9.090909090909092	40763224.0
B_3_17_1	69.68829696520126	55.0	147.31726728486925	27.27272727272727	40220365.0
B_3_17_2	75.44909788960871	55.0	147.91103840057144	9.090909090909092	40220365.0
B_3_18_1	69.44308536542039	55.0	147.4215745260444	27.27272727272727	45334836.0
B_3_18_2	75.15124206757572	56.0	147.77887466053699	9.090909090909092	45334836.0
B_3_19_1	65.93231724383473	56.0	146.94166694401167	18.181818181818183	39721886.0
B_3_19_2	71.23538556789558	56.0	147.4367585668012	9.090909090909092	39721886.0
B_3_20_1	68.9961832114001	55.0	147.2016014106579	18.181818181818183	45892913.0
B_3_20_2	74.61434279186061	56.0	147.54557027138372	9.090909090909092	45892913.0
B_3_21_1	68.73523911943956	55.0	147.22816740221305	18.181818181818183	43153408.0
B_3_21_2	74.36379794627246	55.0	147.7313583668757	9.090909090909092	43153408.0
B_3_22_1	70.00631911870529	55.0	147.57066381330677	18.181818181818183	41141673.0
B_3_22_2	74.89652960972445	55.0	147.72089452949567	9.090909090909092	41141673.0
B_3_23_1	71.17136797814045	55.0	147.48923508805115	18.181818181818183	42800861.0
B_3_23_2	76.16586050155416	56.0	147.5456651444465	9.090909090909092	42800861.0
B_3_24_1	68.4048457827729	55.0	147.5004273043712	18.181818181818183	37022790.0
B_3_24_2	73.29242311491528	56.0	147.7889067517602	9.090909090909092	37022790.0
B_3_25_1	64.47075569148491	56.0	146.92932829742182	18.181818181818183	37754701.0
B_3_25_2	70.1238537793129	56.0	147.82227349648457	9.090909090909092	37754701.0
B_3_26_1	65.91817653861852	55.0	147.34002372439926	18.181818181818183	37412960.0
B_3_26_2	71.09705149385145	55.0	147.74571314325303	9.090909090909092	37412960.0
B_3_27_1	67.7212616970183	55.0	147.17820335308915	18.181818181818183	41786363.0
B_3_27_2	73.22176079158307	55.0	147.64111978350448	9.090909090909092	41786363.0
B_3_28_1	67.89635732158237	55.0	147.43319853045696	18.181818181818183	38516735.0
B_3_28_2	73.42845119997165	56.0	147.9287114808667	9.090909090909092	38516735.0
B_3_29_1	68.7656859378568	55.0	147.0801969813968	18.181818181818183	41742419.0
B_3_29_2	74.16702858752221	55.0	147.73079617163538	9.090909090909092	41742419.0
B_3_30_1	68.81143131187105	55.0	147.45507252396405	18.181818181818183	38280795.0
B_3_30_2	73.75298653034436	55.0	147.79441897693087	9.090909090909092	38280795.0
B_3_31_1	63.840082071328865	55.0	146.86436169420455	18.181818181818183	41959113.0
B_3_31_2	69.3956009450284	56.0	147.60227736463352	9.090909090909092	41959113.0
B_3_32_1	64.29162605140078	56.0	147.25886839767927	27.27272727272727	47404392.0
B_3_32_2	68.92758798983925	56.0	147.71177963847737	9.090909090909092	47404392.0
