Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
BR_1_13_1	37.0	36.5433280409846	36.618518761913336	36.65302523059159	36.66674653255027	36.664105529015465	36.65596622476953	36.653215470280195	36.66633093850851	36.666417258533265	36.640275793959844	36.61123952720995	36.570055765330814	36.54617777229042	36.519664324567145	36.50973815673918	36.490645497563065	36.473498653995826	36.45541747956535	36.445574413312855	36.420980915901175	36.40773096724228	36.40676576389261	36.36889738663252	36.3550940336824	36.345909087421504	36.279430381637965	36.273377791835394	36.2482825936528	36.22794813532623	36.17506509589454	36.15232202979249	36.10022060857885	36.05222829051838	35.9849019466427	35.93514168193404	35.911122594688244	37.0
BR_1_13_2	37.0	36.54001037504366	36.59459252499047	36.597982253556225	36.59709391600361	36.55250759953967	36.5164066571481	36.53909548995851	36.52935589481085	36.544068805281356	36.51422522559938	36.49420854824906	36.47891390483601	36.45343983747411	36.41138810591271	36.3886288487606	36.377535603015374	36.3521418462809	36.32073251162741	36.293926431488785	36.27445599695587	36.265140823856385	36.22813485411724	36.20080802655327	36.1421799512124	36.101135785677386	36.09203130232449	36.050131511806846	35.98159337288403	35.96890245911949	35.888153485171244	35.86804236133013	35.75651171502564	35.716695861825755	35.71814784241242	35.59450867144041	35.45574907976733	37.0
BR_1_19_1	37.0	36.3907479912239	36.47717390167382	36.498801724120206	36.569144462402086	36.57239939684342	36.54130549444484	36.54974246284487	36.55099642154791	36.56351332419779	36.54549648441273	36.514295537485864	36.46682659373493	36.43185329869247	36.38901457287648	36.37969628019297	36.35119778516383	36.34136029372665	36.33941782012038	36.30411487414253	36.29663204506929	36.27398137111228	36.276399331658126	36.23644939671466	36.22089991151499	36.17660308513299	36.18099774797254	36.14780518018968	36.11466795676202	36.11992858380116	36.0750214997045	36.04874656715061	36.02463254298284	36.00655931928572	35.96560785148407	35.869884959820055	35.88763242653548	37.0
BR_1_19_2	37.0	36.09436949655307	36.22786588405355	36.2579875348554	36.31088344546536	36.199057257170516	36.248499432100765	36.32967703157894	36.30483888651161	36.30874861042523	36.30924734494852	36.271730097354194	36.25113879494264	36.22024078522288	36.18294819725132	36.17239297445302	36.13856928846167	36.13521144191628	36.11787296773072	36.103221688063854	36.07429801233412	36.02960298379962	36.03968485055793	36.02909928479479	36.01748728103597	35.93189879100977	35.93966737344802	35.9044841332978	35.879736105205254	35.79081151451603	35.78458970541564	35.76873861412436	35.739024069755345	35.651879890536975	35.61626223685646	35.548041834083605	35.552494561608135	37.0
BR_1_25_1	37.0	36.52897498421145	36.61328183800577	36.64611143208324	36.66134903629242	36.65794267857518	36.65086614707885	36.64545757977349	36.65565360760014	36.65709354653002	36.62826753094474	36.59170222500556	36.54436678633677	36.512765543358945	36.483894607504624	36.47338193477552	36.45343543605397	36.42998393531865	36.407345716482446	36.39951339941987	36.37311261018335	36.3578492724267	36.35128736884651	36.31673834615493	36.301887037568264	36.29274275507544	36.22556622614535	36.21608125730833	36.2024249831994	36.17564573720224	36.1202739555112	36.106782498439074	36.049213841600945	36.00035863983974	35.939635563193505	35.89537383284029	35.87762227552573	37.0
BR_1_25_2	37.0	36.52581580524231	36.57485925523329	36.571986908256534	36.56633060370668	36.52351518221018	36.49423133479316	36.52553967286514	36.5084376607055	36.521802115025864	36.487228848161436	36.47044451463209	36.450145716119515	36.422420132443015	36.378821024446204	36.35328769053797	36.33256051380063	36.31173857764507	36.28094453875424	36.25698862665247	36.23428167047131	36.22176954960379	36.19250621399108	36.15639383155625	36.10440668690074	36.061169638006696	36.038247320324736	35.99179145591717	35.9158830205576	35.920844576977665	35.83274433592261	35.81050546308573	35.711778002851794	35.67435515244702	35.67517367226172	35.54176889978494	35.40092085412023	37.0
BR_1_31_1	37.0	36.539062167969604	36.62032195910208	36.65501449698189	36.669096913873254	36.66540985728311	36.65915360088549	36.65337896561114	36.66460618069365	36.6680117810096	36.64047223060793	36.604493225354595	36.560216593266574	36.52991609843692	36.503704491606726	36.493448893499654	36.47406250584589	36.45014040729402	36.43074175627799	36.423855712726734	36.39835700983934	36.38240571454289	36.37444617998703	36.33913778420488	36.3244543231245	36.31380991490799	36.24570377649786	36.23520263700677	36.220250196397686	36.19543936215344	36.13817390024825	36.1260221239383	36.06427991690304	36.01511870190269	35.955758918510284	35.909210207437035	35.89174946866715	37.0
BR_1_31_2	37.0	36.423170216049975	36.48884354607259	36.501655286011136	36.50075730552022	36.460469735110046	36.41430332328211	36.44202933489333	36.432648588872375	36.44787155795329	36.4128370272074	36.3961092429952	36.37527162298244	36.34619907261184	36.299488614027084	36.2733644942726	36.250742236217924	36.228280468189325	36.19698204024063	36.16849421577709	36.14712260738427	36.13320982504833	36.10093101434942	36.06233359565581	36.00613967147492	35.956822104156934	35.93185491317064	35.878658860918485	35.79876387433893	35.80763373393262	35.708241779992065	35.6848921673062	35.577079506120796	35.53829211290557	35.539121238922284	35.39451174094748	35.25822745785224	37.0
BR_1_35_1	37.0	36.528117314225724	36.60928131223782	36.643989292861676	36.65878091435046	36.65465347899085	36.648905129583454	36.64297605254206	36.654555532533955	36.65844552018117	36.63219267568501	36.59612926678448	36.55397977028947	36.525850687677824	36.50101789098677	36.49317599400884	36.47436267993193	36.45269977731131	36.43384132834293	36.4246861292675	36.40034799258802	36.38625068387633	36.37796265191321	36.34568699407478	36.33038706342899	36.32023301191815	36.25409293836835	36.24291601661869	36.22683259721656	36.20125922770511	36.14524336108569	36.1317079568063	36.0734857534683	36.02200682958921	35.96233616927848	35.914951052623294	35.89615321174571	37.0
BR_1_35_2	37.0	36.52167574088107	36.57982428560182	36.58288754333253	36.58069356845635	36.54014054769199	36.50463392672723	36.530708612993486	36.521484645476164	36.53315040979258	36.503857889414846	36.48583183894151	36.468794403721965	36.44153005116108	36.39965191751977	36.37508706014743	36.35680512289926	36.33573282820517	36.307316590965215	36.281069102504645	36.26009322593315	36.24630531577854	36.21639836438718	36.18385610236765	36.130727118999566	36.0896195456393	36.0638355295314	36.01915268852679	35.94329041141915	35.948983035621964	35.85939590611771	35.837321613179014	35.73624763620292	35.69750778356797	35.696348868358214	35.564472863165776	35.425551120789564	37.0
