Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
BR_1_13_1	4877.0	3055.5	923.0	437.0	205.0	140.5	122.0	103.5	92.5	85.0	87.0	92.0	95.5	104.5	109.5	121.0	153.5	190.0	224.5	271.5	343.0	461.0	596.5	769.0	1056.5	1574.0	2104.5	2683.5	4227.0	7191.0	11097.5	15639.5	22344.5	34433.0	53728.5	82376.0	116680.0	155525.5	205997.5	262357.0	328444.5	418990.0	515415.0	609745.5	704073.0	819141.0	936556.5	1029640.0	1114530.0	1187170.5	1268535.5	1309401.0	1308103.5	1304198.5	1288652.5	1257872.0	1194160.0	1110047.5	1028571.5	956333.5	888944.0	838329.0	798485.5	758956.5	715492.0	658569.5	589766.5	520749.5	457762.5	398400.5	338868.5	275406.5	217758.0	170350.5	130059.5	97134.0	72086.0	52453.0	36940.5	26528.0	19253.5	13370.5	8738.0	5744.0	3962.0	2851.0	1966.0	1344.0	960.0	646.0	472.0	336.5	242.5	173.0	113.5	92.5	71.0	45.0	34.5	19.0	8.5
BR_1_13_2	717.0	437.0	119.5	56.5	29.5	25.0	22.0	28.5	32.5	36.0	43.5	42.5	42.5	47.0	62.5	89.0	105.0	115.5	147.0	204.0	267.0	358.5	505.5	650.5	815.5	1079.0	1517.5	2072.0	3277.5	5709.5	8033.5	10207.0	14161.5	22068.0	35585.0	53107.0	75581.0	107848.0	154291.5	209253.0	279345.5	365461.5	453604.0	542441.0	642287.0	773323.5	902903.0	1025596.5	1137471.5	1226895.0	1313165.5	1376461.0	1391683.0	1384081.0	1368520.0	1330446.5	1262927.0	1167462.0	1068179.5	980490.5	906726.0	840486.5	788328.5	750213.5	705461.5	648386.5	583358.5	515703.0	452172.5	386687.0	322958.5	264147.5	209726.5	161140.5	121099.0	89951.0	65259.0	46428.0	32160.5	22167.0	15214.0	10381.0	6819.0	4254.5	2929.0	2158.0	1447.0	950.0	690.0	508.0	392.5	302.0	255.5	224.0	179.0	143.5	109.0	87.0	89.0	304.5	785.0
BR_1_19_1	4447.0	3584.5	2058.5	1007.0	455.0	252.5	176.0	132.5	131.0	128.0	122.0	142.0	160.0	185.0	248.5	348.5	440.0	520.5	666.5	884.0	1129.5	1499.5	2338.0	3242.0	3576.5	4076.0	5073.5	6528.5	8673.0	11899.5	16153.0	21161.5	27607.5	38143.5	56068.0	82402.5	113440.0	151576.0	201483.0	257261.5	322836.5	411722.0	507871.5	595533.5	684784.0	805668.0	927713.5	1025211.5	1120389.0	1211622.0	1315839.0	1380951.0	1402199.0	1412589.5	1415787.0	1408745.5	1361052.0	1294433.5	1233068.0	1181238.0	1137413.0	1106169.0	1083404.0	1059790.0	1029103.5	976156.0	901988.0	825777.5	750989.0	671549.0	584433.5	487034.5	395036.0	317397.5	249393.5	191603.5	145519.5	108384.5	77915.5	56017.5	41033.5	29573.0	20387.5	13918.5	9850.0	7376.0	5304.0	3662.0	2683.0	1933.0	1402.5	1008.5	767.0	609.0	444.0	352.0	311.5	268.0	248.5	154.0	59.5
BR_1_19_2	1703.0	1115.5	378.0	179.5	108.5	78.5	75.5	74.0	70.5	84.0	97.0	108.5	130.5	181.5	226.5	256.5	347.5	455.0	574.0	753.0	907.0	1174.5	1957.0	2879.5	3184.5	3427.0	4174.5	5552.0	7524.0	10065.0	12918.0	15736.5	20135.5	28142.5	42205.5	59581.5	81060.0	112750.5	157287.0	211325.0	279438.5	360628.5	445979.5	534532.5	632825.5	760422.5	888722.5	1014740.0	1135600.0	1237262.0	1344251.5	1425779.5	1450865.5	1458929.0	1470796.0	1460528.5	1418194.5	1345845.0	1262908.5	1196672.5	1146496.5	1098171.5	1068839.5	1052578.0	1021752.5	972313.0	905050.0	832389.5	759138.5	675828.0	587323.0	495586.5	404652.0	323601.5	254027.5	194866.0	145477.5	106437.0	76008.5	53571.5	37195.0	26001.0	17941.0	11908.5	8241.5	6020.0	4176.0	2729.5	1957.0	1471.0	1168.0	884.0	701.0	575.0	468.5	426.0	479.5	629.0	797.5	5223.5	24723.0
BR_1_25_1	4796.0	3085.5	1009.5	471.0	237.0	166.5	166.5	174.0	200.0	280.0	399.5	509.0	645.5	900.0	1192.5	1611.5	2182.0	2777.0	3552.0	4608.5	5909.0	7479.0	9455.0	11826.5	14309.5	17225.5	20471.0	24039.5	28550.0	34125.5	40410.5	46732.5	54929.5	67790.0	87478.5	115811.5	151275.5	194169.0	249075.5	311192.5	384254.0	481821.0	584931.0	685298.5	790166.0	925182.5	1058727.0	1168363.5	1265013.0	1346049.0	1445596.0	1500057.0	1503567.5	1493074.5	1471633.5	1443362.0	1380493.5	1303050.0	1227020.5	1151802.0	1082010.5	1032448.0	995870.0	953838.5	908972.5	850454.0	771907.0	694318.5	623903.5	548637.5	466105.5	380279.0	303345.5	238888.5	184194.5	138346.5	102601.5	74530.0	52302.5	38058.0	28021.0	19436.5	12814.0	8358.5	5735.5	4265.5	3028.5	2018.5	1398.5	933.5	676.5	505.5	390.0	290.5	212.0	184.5	146.5	104.5	86.0	49.0	19.5
BR_1_25_2	1001.0	634.0	184.5	90.0	74.5	84.0	115.5	147.5	183.0	258.0	361.5	467.0	597.0	792.0	1044.0	1374.0	1791.0	2271.5	2871.5	3658.5	4728.5	6063.0	7557.0	9427.0	11914.5	14891.0	18023.0	21042.0	24967.0	30827.5	36195.5	40084.5	45212.0	54282.5	70921.0	91127.0	115261.5	151448.5	205097.0	266298.5	344630.0	441838.5	540952.5	641557.0	751386.0	895393.0	1043058.5	1180075.5	1303892.5	1405469.0	1505147.0	1579464.0	1588039.0	1568761.5	1554277.5	1513121.5	1440617.5	1344769.0	1243216.0	1158301.0	1090564.0	1024216.5	971625.5	930407.0	881668.5	821988.5	752784.0	681343.0	606340.0	524281.0	440706.0	358592.5	283133.5	219823.0	167476.5	125326.5	90945.5	65037.0	45642.0	31567.5	21760.0	14772.5	9421.0	5837.0	4032.5	2966.0	2038.5	1336.0	944.0	720.0	613.0	494.5	379.0	307.0	259.0	208.5	168.5	160.5	173.5	614.5	1721.0
BR_1_31_1	2800.0	1882.5	723.5	360.0	180.0	110.0	86.5	76.0	82.5	92.0	92.5	100.5	128.5	160.5	199.5	249.5	313.0	393.5	512.0	650.0	803.0	992.0	1240.5	1628.5	2132.0	2935.5	3865.0	5112.5	7295.0	11145.5	16954.5	22613.0	29280.5	41015.0	58526.0	83485.5	118850.5	162813.5	214651.0	271917.5	339229.5	426386.5	526036.0	621965.5	716347.5	848676.5	979555.5	1075614.5	1150317.0	1198441.5	1266567.0	1309130.0	1297560.5	1269854.5	1239527.5	1208919.5	1160453.0	1107548.0	1056799.5	1001679.0	949314.0	911536.5	880999.0	847846.0	812717.5	772514.0	719634.5	663959.0	603631.0	533575.0	455605.5	372298.0	298971.5	236403.5	182023.0	137361.0	101781.5	73395.0	52124.0	37991.5	28561.5	20097.0	12891.0	8484.5	5845.0	4234.5	3034.5	2093.0	1471.5	989.5	723.5	543.0	401.0	286.5	198.5	146.5	110.5	83.5	72.5	46.5	24.5
BR_1_31_2	740.0	484.0	155.5	60.5	33.5	30.5	30.0	38.5	49.0	60.5	76.0	82.0	98.0	132.5	179.0	231.0	282.5	329.0	427.5	551.0	685.0	908.5	1210.0	1546.5	1980.5	2575.5	3296.5	4368.5	6769.0	11443.0	16012.0	19426.5	24385.5	34649.0	52649.0	73281.5	98045.0	137004.5	191234.5	247018.5	320849.5	414276.5	505758.0	597623.5	701446.5	834378.5	964854.5	1072779.0	1162301.0	1233483.5	1302860.5	1353979.5	1352189.5	1328804.5	1308765.5	1270070.5	1210420.5	1138417.5	1066298.5	1005945.5	958039.5	912138.0	867863.5	830065.5	793518.0	752324.0	702578.0	648668.5	587936.0	512980.5	432771.5	352575.0	278974.0	217373.0	167184.0	124579.0	90675.5	65691.5	46676.0	33069.0	22709.0	14970.0	9356.5	5930.5	3984.5	2858.0	1912.0	1208.5	871.0	623.0	491.5	387.5	312.5	261.5	205.5	166.0	130.0	95.0	90.0	358.0	809.0
BR_1_35_1	1928.0	1305.5	522.0	280.0	151.5	95.0	76.0	61.0	54.0	60.0	65.0	70.0	72.0	83.0	105.5	122.0	135.5	150.5	197.5	256.5	312.5	400.5	536.5	717.5	988.5	1521.5	2005.0	2652.0	4411.5	8248.0	12713.0	19310.5	30125.0	44566.0	65417.0	95122.0	134871.5	186254.5	251553.0	322445.0	399062.0	493398.5	591137.0	670450.0	749481.0	862026.5	968156.5	1058622.5	1152169.0	1223779.5	1309312.5	1369623.0	1379326.5	1378728.0	1380270.5	1372264.5	1318570.0	1241865.0	1165183.0	1082458.0	1010875.0	972006.5	940295.0	892269.5	827326.0	751423.5	672798.0	584795.5	500292.5	429138.0	360875.5	295817.0	238349.5	190116.0	145876.5	108360.0	80861.0	58330.0	40903.0	29387.5	21023.5	14697.0	9835.0	6719.0	4702.0	3371.0	2280.5	1536.0	1113.0	769.0	562.5	399.5	268.5	190.5	139.5	115.5	93.0	63.5	53.5	33.0	14.0
