Sample	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
BR_1_35_2	37527.0	47398.0	47173.0	46628.0	47520.0	46706.0	48174.0	49569.0	49325.0	50030.0	50852.0	53909.0	54037.0	59136.0	57878.0	60078.0	63426.0	64559.0	70668.0	75863.0	132988.0	166814.0	4415387.0	25262140.0
BR_1_8_1	49801.0	60947.0	61576.0	63097.0	61531.0	61289.0	59247.0	60699.0	61978.0	62800.0	61681.0	60820.0	65287.0	65416.0	63385.0	65425.0	67852.0	68133.0	74762.0	79027.0	136664.0	152342.0	3092933.0	27077748.0
BR_1_8_2	39912.0	49483.0	50193.0	48370.0	49640.0	48885.0	49901.0	51608.0	52044.0	52773.0	53385.0	55920.0	58027.0	62965.0	61327.0	63547.0	67407.0	69066.0	76489.0	80852.0	133428.0	167235.0	4628846.0	25663137.0
BR_2_13_1	98098.0	121142.0	121714.0	120985.0	120878.0	120263.0	118619.0	116382.0	113685.0	117285.0	115768.0	120635.0	117626.0	121280.0	121598.0	116786.0	122398.0	119923.0	119699.0	129716.0	240827.0	280558.0	3911392.0	33243506.0
BR_2_13_2	82158.0	102872.0	100518.0	91972.0	90958.0	88337.0	90291.0	93074.0	89637.0	87875.0	92583.0	92812.0	91374.0	91578.0	92703.0	100695.0	100071.0	96847.0	108864.0	119688.0	235070.0	282686.0	5574065.0	32054035.0
BR_2_19_1	53804.0	67518.0	67115.0	67262.0	64891.0	63679.0	62459.0	63118.0	63422.0	66585.0	63933.0	62763.0	66724.0	65392.0	64051.0	64297.0	68022.0	68004.0	73141.0	78612.0	135612.0	153319.0	3194979.0	29499368.0
BR_2_19_2	42546.0	52149.0	52267.0	51850.0	52361.0	51913.0	52429.0	54671.0	53924.0	56179.0	56402.0	59822.0	59753.0	62430.0	62061.0	65141.0	68284.0	70231.0	78575.0	83027.0	135746.0	166787.0	4393788.0	28415734.0
BR_2_25_1	59432.0	74212.0	75202.0	76599.0	77556.0	76600.0	75229.0	74736.0	76829.0	78752.0	77408.0	76274.0	81775.0	80449.0	77913.0	81146.0	84120.0	84517.0	92280.0	96717.0	149769.0	168296.0	3663000.0	27427532.0
BR_2_25_2	43539.0	55354.0	56354.0	55216.0	56930.0	56695.0	58308.0	60647.0	60133.0	62157.0	63603.0	65641.0	67112.0	73828.0	71972.0	74834.0	79133.0	80448.0	88302.0	93542.0	143687.0	180273.0	5338216.0	26000419.0
BR_2_8_1	94789.0	116930.0	118697.0	116021.0	114195.0	114356.0	112794.0	110803.0	108431.0	111638.0	109101.0	114628.0	110123.0	115128.0	114862.0	109977.0	115069.0	113936.0	113781.0	123218.0	227965.0	266658.0	3730293.0	31816169.0
BR_2_8_2	77460.0	97280.0	94718.0	87144.0	85647.0	83561.0	84497.0	88679.0	85467.0	83399.0	87889.0	88282.0	86571.0	87719.0	87687.0	95431.0	94239.0	91938.0	102472.0	111908.0	218936.0	264027.0	5046433.0	30968178.0
BR_3_13_1	86123.0	106082.0	108518.0	106548.0	105198.0	105780.0	104407.0	103175.0	101090.0	103671.0	102355.0	106698.0	103057.0	107523.0	107957.0	103701.0	109982.0	108668.0	108724.0	118227.0	237136.0	280838.0	3434318.0	28714904.0
BR_3_13_2	77542.0	97967.0	95278.0	86869.0	84395.0	82102.0	82452.0	86148.0	82185.0	80593.0	85627.0	85663.0	84543.0	85296.0	85456.0	92458.0	91006.0	88302.0	99729.0	109193.0	228111.0	276690.0	4802588.0	27704487.0
BR_3_19_1	85759.0	106021.0	105914.0	106182.0	107686.0	105464.0	104391.0	100834.0	100091.0	102658.0	100890.0	105959.0	102441.0	105461.0	105009.0	102000.0	106115.0	104172.0	104032.0	115453.0	240005.0	276298.0	3338671.0	27952940.0
BR_3_19_2	74132.0	93265.0	90172.0	82164.0	80744.0	78904.0	79103.0	82420.0	79471.0	78216.0	82730.0	83438.0	81194.0	82269.0	83589.0	90965.0	89989.0	88435.0	100035.0	112332.0	241839.0	286051.0	4594438.0	27048551.0
BR_3_25_1	80743.0	98942.0	100047.0	99295.0	98126.0	98970.0	97345.0	94477.0	93221.0	96612.0	94850.0	99456.0	97665.0	99887.0	100225.0	97659.0	101823.0	101945.0	102497.0	112980.0	225455.0	263350.0	3051262.0	25707028.0
BR_3_25_2	68673.0	86359.0	84160.0	76784.0	76286.0	73566.0	74257.0	78046.0	74343.0	73114.0	77239.0	77713.0	76729.0	77678.0	78495.0	85195.0	84941.0	84481.0	95421.0	106989.0	226905.0	272751.0	4239960.0	24863775.0
BR_3_31_1	79194.0	99333.0	100825.0	99598.0	98748.0	99652.0	98492.0	96119.0	94240.0	97631.0	96060.0	100225.0	96986.0	99417.0	100146.0	96701.0	100180.0	98394.0	98825.0	106011.0	196435.0	227972.0	2882443.0	24125479.0
BR_3_31_2	71163.0	88800.0	87874.0	80091.0	79322.0	77207.0	77575.0	81039.0	78291.0	76336.0	80854.0	80861.0	79805.0	79800.0	80140.0	87062.0	84922.0	82668.0	92323.0	99750.0	193014.0	229979.0	4325831.0	22994399.0
BR_3_35_1	81680.0	99819.0	100848.0	100966.0	99374.0	100118.0	98512.0	95158.0	94668.0	97163.0	95347.0	99249.0	96521.0	101576.0	100899.0	97660.0	101510.0	99950.0	100589.0	111025.0	224602.0	263127.0	3284112.0	27616601.0
BR_3_35_2	75041.0	94821.0	91307.0	83958.0	82115.0	80577.0	81258.0	84386.0	80763.0	78907.0	84160.0	84492.0	82088.0	82998.0	84010.0	91535.0	90242.0	87864.0	99377.0	109536.0	227448.0	272122.0	4709708.0	26422361.0
BR_3_8_1	74613.0	91259.0	91915.0	93037.0	90813.0	91388.0	89675.0	88499.0	87016.0	89741.0	88568.0	91825.0	88471.0	92268.0	91850.0	88974.0	93139.0	92249.0	91775.0	96726.0	165189.0	193131.0	3059355.0	26353864.0
BR_3_8_2	63595.0	80532.0	77986.0	71312.0	69629.0	68181.0	68683.0	71389.0	68863.0	66866.0	71315.0	71499.0	70100.0	71061.0	71131.0	76925.0	75640.0	73556.0	82486.0	86249.0	155941.0	188263.0	4323684.0	25450454.0
B_1_10_1	51284.0	62968.0	62947.0	63585.0	62911.0	61066.0	61337.0	60149.0	59757.0	59560.0	59873.0	59447.0	58465.0	57365.0	58255.0	57525.0	59856.0	60968.0	61238.0	82053.0	443908.0	552490.0	2566249.0	27620325.0
B_1_10_2	30755.0	37256.0	36860.0	36351.0	36092.0	36333.0	36434.0	36527.0	36536.0	37255.0	37464.0	39162.0	37855.0	39649.0	41523.0	43762.0	48174.0	52096.0	57900.0	87204.0	467751.0	596303.0	3378851.0	27115488.0
B_1_11_1	64615.0	80241.0	80081.0	80677.0	79648.0	77808.0	77145.0	76079.0	75454.0	74511.0	73991.0	74048.0	72671.0	71985.0	71682.0	70855.0	73430.0	74514.0	74120.0	80522.0	191097.0	225818.0	3020544.0	37785165.0
B_1_11_2	46124.0	55691.0	54576.0	53769.0	53599.0	52800.0	52441.0	52339.0	52098.0	52513.0	53351.0	54508.0	53082.0	53460.0	55934.0	56589.0	60406.0	61438.0	63902.0	72942.0	188791.0	227928.0	4049720.0	37148700.0
B_1_12_1	47532.0	58859.0	59282.0	59789.0	58666.0	58644.0	57819.0	57272.0	56524.0	56431.0	55996.0	55782.0	55007.0	54254.0	55977.0	53844.0	57082.0	57099.0	57900.0	61649.0	131631.0	156288.0	2490540.0	33433320.0
B_1_12_2	39788.0	48294.0	47458.0	46247.0	45629.0	45437.0	44908.0	45209.0	44640.0	45546.0	45795.0	47518.0	45938.0	46847.0	49324.0	50380.0	53324.0	54967.0	57182.0	63861.0	137597.0	166785.0	3888810.0	32185703.0
B_1_13_1	41153.0	51443.0	51526.0	51345.0	50833.0	50663.0	50613.0	49701.0	49233.0	48817.0	48828.0	48472.0	48828.0	47315.0	48073.0	47624.0	49322.0	50811.0	50143.0	52986.0	88331.0	102782.0	2126375.0	26736410.0
B_1_13_2	40040.0	47524.0	46504.0	45799.0	45087.0	44740.0	44838.0	44565.0	43801.0	43980.0	44894.0	46046.0	44990.0	45640.0	47946.0	48511.0	51813.0	52994.0	54502.0	58968.0	98808.0	116367.0	3432824.0	25450446.0
B_1_14_1	66567.0	82029.0	81984.0	81618.0	81000.0	79955.0	79648.0	78008.0	77007.0	76983.0	76321.0	75890.0	76209.0	74076.0	75693.0	73640.0	76003.0	77533.0	77072.0	85373.0	228315.0	279438.0	3096581.0	38949678.0
B_1_14_2	48538.0	58758.0	57363.0	56748.0	55728.0	54960.0	55356.0	55541.0	55229.0	55767.0	56684.0	58370.0	56564.0	57819.0	60498.0	62183.0	66486.0	69883.0	73787.0	86643.0	238197.0	297902.0	4640745.0	37726872.0
B_1_15_1	71145.0	86725.0	87231.0	87440.0	87598.0	84980.0	84850.0	83156.0	82592.0	81923.0	82722.0	81953.0	81716.0	79753.0	80365.0	79708.0	82157.0	83804.0	83746.0	91314.0	231506.0	283022.0	3419958.0	42830285.0
B_1_15_2	51332.0	62210.0	61129.0	60283.0	60214.0	59496.0	59785.0	58992.0	59017.0	59272.0	60697.0	62116.0	60326.0	60787.0	63921.0	65387.0	69171.0	70953.0	73807.0	84890.0	232347.0	289285.0	4945548.0	41698684.0
B_1_16_1	55724.0	69366.0	69276.0	69581.0	68596.0	67378.0	66911.0	65960.0	64987.0	64795.0	64886.0	64348.0	63818.0	62233.0	63496.0	62269.0	64518.0	65800.0	65865.0	70275.0	147520.0	176448.0	2760490.0	35551597.0
B_1_16_2	48515.0	57997.0	56280.0	55862.0	55008.0	54037.0	53774.0	54508.0	53651.0	53902.0	54784.0	56847.0	54768.0	55359.0	58421.0	58987.0	62958.0	65370.0	67059.0	75345.0	157488.0	189662.0	4305841.0	34139714.0
B_1_17_1	62133.0	76494.0	76623.0	76514.0	75849.0	73851.0	73865.0	71724.0	70815.0	70376.0	70511.0	70178.0	68624.0	68633.0	69222.0	67824.0	70022.0	72133.0	72248.0	85658.0	354017.0	448067.0	2965078.0	34827866.0
B_1_17_2	37943.0	45991.0	45259.0	44315.0	44007.0	43568.0	43724.0	44452.0	43531.0	44470.0	44899.0	47093.0	45359.0	46333.0	48742.0	49602.0	53260.0	55288.0	58126.0	76465.0	355315.0	458317.0	3909126.0	34353140.0
B_1_18_1	45743.0	55502.0	57367.0	57245.0	56863.0	55507.0	55143.0	54781.0	54126.0	53354.0	54688.0	53782.0	53420.0	52794.0	53178.0	52591.0	54089.0	55367.0	54990.0	61641.0	177825.0	221792.0	2239576.0	28503331.0
B_1_18_2	32663.0	39672.0	39049.0	38598.0	38048.0	37626.0	38131.0	38335.0	37964.0	38626.0	39604.0	40892.0	39052.0	40077.0	42401.0	42239.0	44921.0	46888.0	48570.0	57940.0	178834.0	228236.0	3216407.0	27789922.0
B_1_19_1	50584.0	63357.0	63719.0	63577.0	62572.0	62378.0	61961.0	61433.0	61113.0	61664.0	60424.0	59969.0	60045.0	58748.0	59735.0	59081.0	62058.0	63651.0	64820.0	72902.0	185001.0	216541.0	2444525.0	30864361.0
B_1_19_2	39652.0	47614.0	46407.0	45397.0	45857.0	45135.0	44730.0	44643.0	44282.0	44847.0	45643.0	46949.0	45766.0	46028.0	48058.0	48987.0	52545.0	54344.0	57143.0	67212.0	183284.0	217076.0	3695737.0	29886883.0
B_1_20_1	49527.0	62177.0	61478.0	62578.0	61262.0	60937.0	60998.0	59362.0	58827.0	58839.0	58527.0	58103.0	58262.0	57417.0	57744.0	57281.0	59481.0	60981.0	62098.0	79514.0	345909.0	421784.0	2406386.0	27477456.0
B_1_20_2	39898.0	47825.0	46844.0	46301.0	45624.0	45326.0	44988.0	45425.0	45469.0	45493.0	46229.0	47380.0	45897.0	46518.0	49033.0	50212.0	53495.0	56124.0	58825.0	80924.0	353491.0	434927.0	3704643.0	26376037.0
B_1_21_1	42047.0	52698.0	53058.0	53091.0	52650.0	52487.0	51955.0	50853.0	51386.0	50493.0	50612.0	50764.0	50225.0	49065.0	49907.0	49250.0	51481.0	52619.0	52686.0	57504.0	118790.0	139488.0	2269404.0	29652949.0
B_1_21_2	48930.0	58605.0	56973.0	55363.0	54657.0	53951.0	54047.0	53628.0	53675.0	53451.0	54424.0	56458.0	54350.0	55003.0	58044.0	59054.0	63333.0	65166.0	67633.0	74487.0	140857.0	166258.0	3986062.0	27761053.0
B_1_22_1	45990.0	57272.0	57116.0	58305.0	57487.0	56976.0	56689.0	55679.0	55267.0	55187.0	55474.0	54527.0	53361.0	53008.0	54158.0	53133.0	55213.0	56611.0	56506.0	64981.0	178182.0	207386.0	2420338.0	30874745.0
B_1_22_2	45025.0	54430.0	52780.0	51799.0	51422.0	50497.0	50619.0	50567.0	49810.0	50424.0	51402.0	53081.0	51348.0	52651.0	55540.0	57752.0	62854.0	66578.0	70695.0	84968.0	207258.0	245032.0	3999612.0	29227447.0
B_1_23_1	47148.0	58099.0	58543.0	59315.0	58463.0	57630.0	57431.0	55839.0	55395.0	55151.0	55261.0	54776.0	53686.0	53313.0	54155.0	53172.0	55520.0	56004.0	56024.0	64767.0	185398.0	220930.0	2324308.0	29064756.0
B_1_23_2	45889.0	55158.0	53789.0	52755.0	52052.0	51753.0	51402.0	51298.0	50752.0	51631.0	52743.0	54533.0	52399.0	53301.0	56725.0	58634.0	63316.0	67030.0	71402.0	85563.0	215532.0	259949.0	3778637.0	27528841.0
B_1_24_1	48405.0	59354.0	59687.0	59378.0	58783.0	57956.0	57924.0	55838.0	55853.0	54699.0	55576.0	55094.0	54714.0	53786.0	54067.0	53776.0	55745.0	56835.0	57653.0	65507.0	185698.0	225678.0	2341067.0	28832814.0
B_1_24_2	35858.0	43616.0	42717.0	42038.0	41398.0	40977.0	41080.0	41591.0	41200.0	41849.0	41736.0	43655.0	42208.0	42854.0	44847.0	45472.0	48033.0	50582.0	51765.0	61460.0	186660.0	229144.0	3324711.0	28090436.0
B_1_25_1	55779.0	69650.0	70651.0	71783.0	70603.0	71026.0	70603.0	69423.0	69328.0	69231.0	68900.0	68480.0	68778.0	68030.0	68535.0	67869.0	70045.0	71914.0	72615.0	76142.0	131245.0	152090.0	2891014.0	34446130.0
B_1_25_2	51643.0	61596.0	60270.0	60113.0	60624.0	60465.0	59491.0	59011.0	59702.0	59192.0	60922.0	63422.0	61620.0	63031.0	66035.0	67640.0	72931.0	74727.0	78826.0	86247.0	149758.0	174571.0	4572837.0	32825190.0
B_1_26_1	48230.0	60446.0	60481.0	59691.0	60064.0	59046.0	58944.0	57180.0	56911.0	57044.0	56942.0	56154.0	55689.0	55495.0	54930.0	55095.0	56891.0	58067.0	58290.0	62544.0	126698.0	149053.0	2393706.0	29918176.0
B_1_26_2	43680.0	52628.0	51438.0	50360.0	50268.0	49513.0	49192.0	48902.0	48763.0	49060.0	49414.0	50996.0	48732.0	49872.0	51923.0	53166.0	56302.0	57680.0	59931.0	66402.0	136542.0	161012.0	3642035.0	28757956.0
B_1_27_1	59432.0	73286.0	72472.0	73223.0	72292.0	71449.0	71225.0	68944.0	68257.0	68321.0	67752.0	67199.0	67184.0	65752.0	66334.0	66134.0	67794.0	69389.0	69712.0	76058.0	191512.0	230465.0	2753033.0	33645429.0
B_1_27_2	42646.0	52452.0	51087.0	50005.0	50189.0	49850.0	49782.0	49244.0	48763.0	49282.0	50381.0	51828.0	50058.0	50339.0	52486.0	53446.0	56534.0	58442.0	60542.0	70926.0	191398.0	233939.0	3815778.0	32913251.0
B_1_28_1	54942.0	69004.0	70003.0	69527.0	68631.0	68229.0	68042.0	67134.0	66222.0	65479.0	65892.0	65865.0	65279.0	64023.0	65047.0	64279.0	67032.0	69204.0	70208.0	76448.0	161303.0	186297.0	2937046.0	36793178.0
B_1_28_2	54424.0	65089.0	63139.0	62724.0	62005.0	61751.0	61240.0	61050.0	60442.0	60833.0	62322.0	64709.0	62539.0	63041.0	66057.0	67308.0	72591.0	74254.0	78056.0	87172.0	178107.0	207447.0	4630841.0	35091173.0
B_1_29_1	55451.0	68244.0	68270.0	68895.0	68386.0	67956.0	67819.0	65386.0	64919.0	65090.0	65141.0	64278.0	64572.0	62792.0	63159.0	62844.0	64825.0	65883.0	65183.0	69133.0	127834.0	149250.0	2782616.0	35391338.0
B_1_29_2	43785.0	52325.0	51650.0	51145.0	50350.0	50340.0	50394.0	50555.0	50058.0	50414.0	50943.0	52924.0	50890.0	52113.0	54217.0	55242.0	58720.0	60137.0	62267.0	68609.0	131883.0	157012.0	4066080.0	34337211.0
B_1_30_1	55527.0	68780.0	69510.0	68818.0	68029.0	67422.0	67070.0	65228.0	64820.0	64571.0	64556.0	63373.0	63944.0	63357.0	63045.0	62101.0	64220.0	65150.0	65441.0	69331.0	143712.0	168790.0	2755779.0	35553221.0
B_1_30_2	45081.0	54299.0	53478.0	52743.0	53114.0	52473.0	52299.0	52072.0	51822.0	52393.0	52862.0	55111.0	52531.0	53577.0	55985.0	57316.0	60474.0	62450.0	64766.0	71694.0	150796.0	180698.0	3993886.0	34493875.0
B_1_31_1	61867.0	76820.0	78134.0	79147.0	76989.0	77730.0	79593.0	173803.0	195407.0	153067.0	118032.0	90066.0	87067.0	74627.0	79416.0	80103.0	80870.0	85139.0	88779.0	112017.0	322856.0	377998.0	2618984.0	25904421.0
B_1_31_2	57611.0	70095.0	69620.0	68753.0	70439.0	232954.0	219727.0	96482.0	74989.0	70381.0	75118.0	76116.0	77460.0	81451.0	83440.0	91173.0	95133.0	105770.0	118664.0	142688.0	362238.0	430228.0	3503182.0	24899220.0
B_1_32_1	90125.0	99419.0	97238.0	95902.0	95585.0	91380.0	88947.0	90263.0	90696.0	92898.0	93251.0	93251.0	94316.0	93255.0	90429.0	89922.0	93376.0	94845.0	95767.0	111064.0	239924.0	289188.0	3882822.0	38947932.0
B_1_32_2	75886.0	89507.0	87584.0	84221.0	85240.0	84125.0	82220.0	82791.0	82409.0	84656.0	86406.0	85962.0	88786.0	90498.0	92351.0	93734.0	96354.0	98903.0	105123.0	126633.0	262468.0	314238.0	5948362.0	36913338.0
B_1_33_1	75628.0	82893.0	80972.0	80318.0	80625.0	77584.0	76161.0	76573.0	76623.0	80038.0	80522.0	79748.0	80772.0	79792.0	76864.0	77745.0	79526.0	81131.0	82226.0	110200.0	398142.0	494748.0	3571543.0	33894316.0
B_1_33_2	76497.0	90282.0	87067.0	83143.0	82719.0	82179.0	84462.0	84725.0	81694.0	83947.0	84766.0	84546.0	87839.0	90028.0	91096.0	92418.0	96443.0	98854.0	107059.0	142874.0	439986.0	545151.0	5613086.0	31563829.0
B_1_34_1	17750.0	21747.0	21782.0	21704.0	20945.0	21447.0	21206.0	21059.0	21355.0	21221.0	21886.0	21524.0	21869.0	21872.0	22864.0	23048.0	23031.0	24206.0	25073.0	41317.0	233194.0	281507.0	920691.0	7274606.0
B_1_34_2	13996.0	16819.0	16844.0	17046.0	17751.0	17144.0	17647.0	18613.0	18022.0	18015.0	18708.0	18903.0	19867.0	20050.0	20291.0	22225.0	23779.0	26412.0	30259.0	48069.0	245142.0	302833.0	1162914.0	7035555.0
B_1_35_1	62060.0	75386.0	75010.0	74314.0	73202.0	72391.0	72243.0	72179.0	72465.0	76418.0	79395.0	82996.0	80102.0	72502.0	75393.0	75745.0	75404.0	79574.0	81798.0	134062.0	790979.0	930368.0	2956061.0	23605411.0
B_1_35_2	37633.0	46397.0	46476.0	46684.0	48531.0	48536.0	58637.0	62621.0	52194.0	51148.0	53811.0	54800.0	56880.0	59540.0	61205.0	67731.0	76013.0	88433.0	106234.0	170614.0	861787.0	1038979.0	3684417.0	22966157.0
B_1_36_1	101910.0	111358.0	108766.0	107870.0	108278.0	103842.0	101768.0	102312.0	103100.0	106231.0	106420.0	105596.0	107579.0	106451.0	103533.0	103514.0	106974.0	108154.0	108619.0	129221.0	277639.0	338312.0	4847555.0	49187366.0
B_1_36_2	105296.0	124791.0	120285.0	115929.0	115139.0	115167.0	117000.0	117140.0	112094.0	116686.0	117999.0	120143.0	123082.0	126168.0	130136.0	131471.0	137133.0	139859.0	150385.0	178184.0	336943.0	401063.0	7588298.0	45951977.0
B_1_38_1	67857.0	75824.0	74683.0	74478.0	74546.0	71357.0	70256.0	78698.0	81405.0	78639.0	73762.0	72322.0	73017.0	72093.0	69948.0	70719.0	73658.0	75781.0	77868.0	98858.0	292946.0	356886.0	2860318.0	26465125.0
B_1_38_2	54014.0	64139.0	61817.0	59854.0	60514.0	60059.0	71755.0	74394.0	60133.0	60772.0	62250.0	61623.0	63210.0	64935.0	66556.0	67771.0	71232.0	73451.0	80257.0	105710.0	309754.0	377888.0	4176972.0	25271984.0
B_1_39_1	68561.0	77624.0	75800.0	74838.0	74698.0	72178.0	70911.0	73068.0	74044.0	74666.0	73843.0	72826.0	74767.0	74244.0	71990.0	73960.0	75650.0	76620.0	77987.0	117717.0	548470.0	667242.0	3141963.0	26341168.0
B_1_39_2	54135.0	63859.0	63027.0	60271.0	60328.0	59000.0	60789.0	63901.0	59623.0	61147.0	61725.0	60820.0	63286.0	65375.0	65565.0	67277.0	70124.0	74044.0	80975.0	127377.0	571901.0	704038.0	4444628.0	25161620.0
B_1_3_1	57931.0	71857.0	72223.0	71825.0	71591.0	70748.0	69767.0	68934.0	68766.0	68247.0	67800.0	67498.0	66723.0	66119.0	66382.0	64945.0	67689.0	69123.0	69293.0	77235.0	199534.0	239307.0	2725193.0	34445046.0
B_1_3_2	40649.0	49479.0	48632.0	47941.0	47534.0	47588.0	47170.0	47049.0	47033.0	46810.0	47831.0	49386.0	47936.0	48729.0	51562.0	52756.0	56855.0	59460.0	63278.0	74971.0	204505.0	249281.0	3865710.0	33641631.0
B_1_40_1	69300.0	87290.0	87259.0	88916.0	88975.0	91163.0	90321.0	91669.0	91951.0	91561.0	93490.0	95088.0	93024.0	92002.0	90748.0	91484.0	99647.0	110881.0	118581.0	138171.0	262788.0	302117.0	4261222.0	30133453.0
B_1_40_2	84451.0	105779.0	104804.0	103225.0	106239.0	107208.0	107108.0	106410.0	101106.0	100096.0	96017.0	101372.0	103489.0	111860.0	118123.0	125286.0	139979.0	165043.0	179281.0	193312.0	332374.0	379700.0	5482515.0	28306324.0
B_1_41_1	80336.0	100203.0	100883.0	102164.0	102722.0	103888.0	102653.0	103661.0	104386.0	104402.0	106167.0	110940.0	107034.0	105775.0	104056.0	104333.0	112675.0	125518.0	135223.0	177253.0	503388.0	593911.0	4776836.0	32393954.0
B_1_41_2	70832.0	90371.0	89730.0	88541.0	91382.0	93041.0	90604.0	99189.0	90823.0	89058.0	85750.0	91060.0	93930.0	100750.0	107251.0	114452.0	128612.0	152339.0	168602.0	210799.0	558812.0	661986.0	5738488.0	31355959.0
B_1_42_1	76806.0	94339.0	92948.0	92753.0	90236.0	90619.0	90166.0	89937.0	92431.0	95891.0	96053.0	93855.0	94014.0	90118.0	93837.0	93963.0	93401.0	97935.0	101841.0	157008.0	784924.0	921441.0	3488987.0	30066502.0
B_1_42_2	56475.0	68921.0	68227.0	68030.0	69994.0	72498.0	78855.0	81386.0	72339.0	71124.0	74563.0	76841.0	79651.0	81624.0	86364.0	94436.0	104509.0	118593.0	139577.0	203915.0	862788.0	1032775.0	4353209.0	29163311.0
B_1_4_1	50670.0	62664.0	63243.0	63669.0	63802.0	62930.0	62916.0	61368.0	61274.0	61289.0	61262.0	60336.0	60311.0	59371.0	59985.0	59983.0	62428.0	64405.0	65340.0	79008.0	306252.0	361563.0	2548090.0	29813892.0
B_1_4_2	37680.0	45308.0	43840.0	43479.0	43447.0	42296.0	42725.0	42426.0	42634.0	42418.0	43601.0	44985.0	44635.0	45805.0	48249.0	50556.0	56580.0	61311.0	69324.0	91687.0	332207.0	399695.0	3628758.0	28932405.0
B_1_5_1	73691.0	91006.0	90738.0	90748.0	90166.0	87783.0	87739.0	86290.0	85585.0	86215.0	85338.0	84554.0	83689.0	82099.0	83412.0	81599.0	85431.0	86269.0	87500.0	108532.0	433953.0	535319.0	3449357.0	39576683.0
B_1_5_2	51313.0	61442.0	60180.0	59252.0	59031.0	58179.0	57716.0	58252.0	57772.0	58258.0	59002.0	61397.0	59360.0	60394.0	63070.0	64813.0	69944.0	72572.0	78368.0	104362.0	443841.0	558376.0	4840889.0	38615913.0
B_1_6_1	54556.0	68491.0	68782.0	68630.0	68776.0	67546.0	67581.0	66421.0	66244.0	65999.0	66481.0	65334.0	64918.0	63641.0	64619.0	63308.0	66102.0	68086.0	68666.0	77803.0	195509.0	233850.0	2796930.0	35150157.0
B_1_6_2	52670.0	63200.0	61648.0	60352.0	59659.0	59231.0	58369.0	58054.0	58329.0	57878.0	59051.0	61245.0	59053.0	59636.0	62634.0	64078.0	68131.0	70119.0	73794.0	85723.0	209565.0	254185.0	4635604.0	33356222.0
B_1_8_1	55553.0	66808.0	67062.0	70250.0	67019.0	65054.0	65044.0	63549.0	64214.0	63722.0	63876.0	61651.0	62263.0	62051.0	62124.0	62723.0	64622.0	64623.0	65490.0	74504.0	203363.0	240586.0	2587745.0	31418520.0
B_1_8_2	44346.0	51100.0	49684.0	48492.0	48830.0	48233.0	47581.0	47283.0	47920.0	48395.0	48700.0	50195.0	49110.0	49921.0	52298.0	53646.0	58490.0	61261.0	64952.0	77613.0	213147.0	256014.0	3842735.0	30382470.0
