Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
B_3_29_1	69.48185710482592	55.0	150.0	18.181818181818183	42762455.0
B_3_29_2	74.3376665272259	55.0	150.0	9.090909090909092	42762455.0
B_3_30_1	69.41951487427141	55.0	150.0	18.181818181818183	39244385.0
B_3_30_2	73.80508825663748	56.0	150.0	9.090909090909092	39244385.0
B_3_31_1	64.58036558470715	55.0	150.0	18.181818181818183	43049268.0
B_3_31_2	69.69864682524457	56.0	150.0	9.090909090909092	43049268.0
B_3_32_1	65.04209260213685	56.0	150.0	27.27272727272727	48597901.0
B_3_32_2	69.24067374304168	56.0	150.0	9.090909090909092	48597901.0
B_3_33_1	65.07344535330675	56.0	150.0	18.181818181818183	35848217.0
B_3_33_2	69.48289671247234	56.0	150.0	9.090909090909092	35848217.0
B_3_34_1	66.58782899915205	55.0	150.0	18.181818181818183	39569546.0
B_3_34_2	71.51421626871556	56.0	150.0	9.090909090909092	39569546.0
B_3_35_1	66.24410768031939	55.0	150.0	18.181818181818183	37044618.0
B_3_35_2	70.51883522681649	56.0	150.0	9.090909090909092	37044618.0
B_3_36_1	65.3146065742954	56.0	150.0	18.181818181818183	38735856.0
B_3_36_2	70.07574315198768	56.0	150.0	9.090909090909092	38735856.0
B_3_38_1	61.593030684007495	54.0	150.0	9.090909090909092	33329250.0
B_3_38_2	62.150586642620055	55.0	150.0	9.090909090909092	33329250.0
B_3_39_1	63.6155652278377	55.0	150.0	18.181818181818183	42704237.0
B_3_39_2	67.94511961557814	56.0	150.0	9.090909090909092	42704237.0
B_3_3_1	65.94587648989663	55.0	150.0	18.181818181818183	31909816.0
B_3_3_2	66.74468973896475	55.0	150.0	9.090909090909092	31909816.0
B_3_40_1	62.88487225839701	55.0	150.0	18.181818181818183	42591812.0
B_3_40_2	67.69582722590764	56.0	150.0	9.090909090909092	42591812.0
B_3_41_1	64.94494830947177	55.0	150.0	18.181818181818183	42327748.0
B_3_41_2	69.5025483888671	56.0	150.0	9.090909090909092	42327748.0
B_3_42_1	66.73707208872949	55.0	150.0	18.181818181818183	50432022.0
B_3_42_2	72.3139336892877	56.0	150.0	9.090909090909092	50432022.0
B_3_4_1	68.57741712286548	55.0	150.0	9.090909090909092	36542971.0
B_3_4_2	68.93782313276739	55.0	150.0	9.090909090909092	36542971.0
B_3_5_1	68.12494116438116	55.0	150.0	9.090909090909092	35266084.0
B_3_5_2	69.16884646307813	55.0	150.0	9.090909090909092	35266084.0
B_3_6_1	69.6693856374724	55.0	150.0	9.090909090909092	42886169.0
B_3_6_2	70.54678844979345	55.0	150.0	9.090909090909092	42886169.0
B_3_8_1	70.39439145012634	55.0	150.0	9.090909090909092	40123907.0
B_3_8_2	70.63879130950181	55.0	150.0	9.090909090909092	40123907.0
B_3_9_1	72.53673372773648	55.0	150.0	9.090909090909092	36363112.0
B_3_9_2	72.65730710460197	56.0	150.0	9.090909090909092	36363112.0
re_B_1_34_1	65.75737441051244	56.0	150.0	9.090909090909092	26123065.0
re_B_1_34_2	66.36688316359523	56.0	150.0	9.090909090909092	26123065.0
