Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
B_2_17_2	B_2_17_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37917973.0	0.0	150.0	54.0	25.365129002006693	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	warn
B_2_18_1	B_2_18_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33179920.0	0.0	150.0	55.0	30.475541506620562	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_2_18_2	B_2_18_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33179920.0	0.0	150.0	55.0	29.740455168303576	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
B_2_19_1	B_2_19_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31779652.0	0.0	150.0	55.0	29.144416850446536	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_19_2	B_2_19_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31779652.0	0.0	150.0	56.0	29.75998817422455	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_20_1	B_2_20_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30941239.0	0.0	150.0	54.0	34.4358895728193	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_2_20_2	B_2_20_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30941239.0	0.0	150.0	55.0	34.76199134764308	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
B_2_21_1	B_2_21_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33297333.0	0.0	150.0	55.0	30.067131482882793	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_21_2	B_2_21_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33297333.0	0.0	150.0	55.0	29.79897915717384	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_22_1	B_2_22_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35317307.0	0.0	150.0	55.0	29.03483213066402	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_22_2	B_2_22_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35317307.0	0.0	150.0	55.0	28.576746175295824	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_2_23_1	B_2_23_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35927795.0	0.0	150.0	55.0	28.958101374901656	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_2_23_2	B_2_23_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35927795.0	0.0	150.0	55.0	28.633347727590834	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_2_24_1	B_2_24_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34295380.0	0.0	150.0	55.0	26.232391679981955	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_24_2	B_2_24_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34295380.0	0.0	150.0	56.0	27.05122340819933	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_2_25_1	B_2_25_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40259953.0	0.0	150.0	56.0	23.02919207894064	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_25_2	B_2_25_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40259953.0	0.0	150.0	56.0	23.836869773362462	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_26_1	B_2_26_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30861891.0	0.0	150.0	55.0	28.657486471037295	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_26_2	B_2_26_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30861891.0	0.0	150.0	55.0	29.658325767386813	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_27_1	B_2_27_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30974219.0	0.0	150.0	55.0	30.708620904422663	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_27_2	B_2_27_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30974219.0	0.0	150.0	56.0	30.65828267739439	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_28_1	B_2_28_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32573771.0	0.0	150.0	55.0	28.62314833211951	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_28_2	B_2_28_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32573771.0	0.0	150.0	56.0	28.063591975262202	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_2_29_1	B_2_29_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36080966.0	0.0	150.0	55.0	30.344062638404086	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_29_2	B_2_29_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36080966.0	0.0	150.0	55.0	30.24010851750206	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_30_1	B_2_30_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39757100.0	0.0	150.0	55.0	28.05053602452507	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_30_2	B_2_30_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39757100.0	0.0	150.0	55.0	28.121474016589175	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_31_1	B_2_31_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33412373.0	0.0	150.0	56.0	35.209004697937026	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_31_2	B_2_31_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33412373.0	0.0	150.0	56.0	36.24214924262585	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_2_32_1	B_2_32_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29794814.0	0.0	150.0	55.0	34.51784742252046	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_32_2	B_2_32_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29794814.0	0.0	150.0	56.0	33.47598017164742	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_2_33_1	B_2_33_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35473307.0	0.0	150.0	55.0	34.824316220661714	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_33_2	B_2_33_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35473307.0	0.0	150.0	56.0	34.62740265994591	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_34_1	B_2_34_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31736600.0	0.0	150.0	55.0	33.99194806917891	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_34_2	B_2_34_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31736600.0	0.0	150.0	56.0	34.03890747133219	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_35_1	B_2_35_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32673706.0	0.0	150.0	56.0	34.24595747354395	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_35_2	B_2_35_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32673706.0	0.0	150.0	56.0	33.97841404916279	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_36_1	B_2_36_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33408579.0	0.0	150.0	55.0	28.811568603537935	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_36_2	B_2_36_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33408579.0	0.0	150.0	55.0	27.1819783922175	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_38_1	B_2_38_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36340726.0	0.0	150.0	55.0	27.5321978010441	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_38_2	B_2_38_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36340726.0	0.0	150.0	56.0	28.694155201151545	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_2_39_1	B_2_39_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34229214.0	0.0	150.0	51.0	24.19959533356099	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	warn
B_2_39_2	B_2_39_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34229214.0	0.0	150.0	52.0	25.006746832244147	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	warn
B_2_3_1	B_2_3_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36114559.0	0.0	150.0	55.0	33.444998475205736	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_3_2	B_2_3_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36114559.0	0.0	150.0	55.0	33.19014971988102	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_40_1	B_2_40_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38890548.0	0.0	150.0	55.0	34.90785951663167	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_40_2	B_2_40_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38890548.0	0.0	150.0	55.0	34.169599559076055	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_41_1	B_2_41_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29961543.0	0.0	150.0	56.0	38.11685288609246	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_41_2	B_2_41_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29961543.0	0.0	150.0	56.0	37.7260718441164	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_42_1	B_2_42_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40267487.0	0.0	150.0	55.0	34.06039948841057	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_42_2	B_2_42_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40267487.0	0.0	150.0	56.0	33.10193638476996	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_4_1	B_2_4_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31844345.0	0.0	150.0	55.0	32.17528529949485	150.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
B_2_4_2	B_2_4_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31844345.0	0.0	150.0	55.0	31.99379898819033	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_5_1	B_2_5_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42839526.0	0.0	150.0	55.0	29.058163170283198	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_5_2	B_2_5_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42839526.0	0.0	150.0	55.0	29.049715818277132	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_6_1	B_2_6_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41825000.0	0.0	150.0	55.0	29.918715118766702	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_6_2	B_2_6_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41825000.0	0.0	150.0	55.0	30.201707115312754	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_8_1	B_2_8_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38595587.0	0.0	150.0	55.0	32.186153892332996	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_8_2	B_2_8_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38595587.0	0.0	150.0	56.0	32.24696025412301	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_2_9_1	B_2_9_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38160849.0	0.0	150.0	55.0	30.96309215574956	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_2_9_2	B_2_9_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38160849.0	0.0	150.0	56.0	30.922805233786736	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_10_1	B_3_10_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34737480.0	0.0	150.0	54.0	29.127506262281884	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_3_10_2	B_3_10_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34737480.0	0.0	150.0	55.0	28.513246542863556	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	warn	pass
B_3_11_1	B_3_11_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58496505.0	0.0	150.0	55.0	22.625784966738426	150.0	pass	pass	warn	pass	warn	pass	pass	pass	fail	pass	pass
B_3_11_2	B_3_11_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58496505.0	0.0	150.0	55.0	22.50973270667562	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_12_1	B_3_12_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40028400.0	0.0	150.0	55.0	28.80744902524172	150.0	pass	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass
B_3_12_2	B_3_12_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40028400.0	0.0	150.0	55.0	24.195832145985694	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_3_13_1	B_3_13_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44311577.0	0.0	150.0	56.0	29.904436367941422	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_13_2	B_3_13_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44311577.0	0.0	150.0	56.0	24.487191203745677	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
B_3_14_1	B_3_14_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42679197.0	0.0	150.0	55.0	31.78296620588966	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_14_2	B_3_14_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42679197.0	0.0	150.0	55.0	26.452158005235933	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_15_1	B_3_15_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47212184.0	0.0	150.0	55.0	25.769145980265407	150.0	pass	pass	warn	pass	fail	warn	pass	pass	fail	warn	pass
B_3_15_2	B_3_15_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47212184.0	0.0	150.0	56.0	25.501225796747796	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
B_3_16_1	B_3_16_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41752431.0	0.0	150.0	55.0	30.90105022089219	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass
B_3_16_2	B_3_16_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41752431.0	0.0	150.0	55.0	25.90842082904508	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_17_1	B_3_17_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41144847.0	0.0	150.0	55.0	29.74300707648992	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
B_3_17_2	B_3_17_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41144847.0	0.0	150.0	55.0	24.52234945651481	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
B_3_18_1	B_3_18_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46452113.0	0.0	150.0	55.0	29.979942142428406	150.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	pass
B_3_18_2	B_3_18_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46452113.0	0.0	150.0	56.0	24.80075135768059	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_19_1	B_3_19_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40848062.0	0.0	150.0	56.0	33.34624259193527	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_19_2	B_3_19_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40848062.0	0.0	150.0	56.0	28.595387772828396	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
B_3_20_1	B_3_20_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47099051.0	0.0	150.0	55.0	30.31679693537177	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_20_2	B_3_20_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47099051.0	0.0	150.0	56.0	25.203688946635367	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
B_3_21_1	B_3_21_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44199298.0	0.0	150.0	55.0	30.650753119517326	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_21_2	B_3_21_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44199298.0	0.0	150.0	56.0	25.48172598945793	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_22_1	B_3_22_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42153206.0	0.0	150.0	55.0	29.423845505778328	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_22_2	B_3_22_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42153206.0	0.0	150.0	55.0	25.05722936094001	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_23_1	B_3_23_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43969735.0	0.0	150.0	55.0	27.9880728100052	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_23_2	B_3_23_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43969735.0	0.0	150.0	56.0	23.50516866238655	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_24_1	B_3_24_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37908176.0	0.0	150.0	55.0	30.877347712719484	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_24_2	B_3_24_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37908176.0	0.0	150.0	56.0	26.598976443590942	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_25_1	B_3_25_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38646494.0	0.0	150.0	56.0	34.752106869150204	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_25_2	B_3_25_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38646494.0	0.0	150.0	56.0	29.60169104050981	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_26_1	B_3_26_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38397043.0	0.0	150.0	55.0	33.3883526285737	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_26_2	B_3_26_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38397043.0	0.0	150.0	56.0	28.787839505197166	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_27_1	B_3_27_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42872800.0	0.0	150.0	55.0	31.54674547941752	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_27_2	B_3_27_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42872800.0	0.0	150.0	55.0	26.68695817612093	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_28_1	B_3_28_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39412393.0	0.0	150.0	55.0	31.343691730923773	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_28_2	B_3_28_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39412393.0	0.0	150.0	56.0	26.36676376356154	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_29_1	B_3_29_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42762455.0	0.0	150.0	55.0	30.518142895174076	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_29_2	B_3_29_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42762455.0	0.0	150.0	55.0	25.6623334727741	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_30_1	B_3_30_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39244385.0	0.0	150.0	55.0	30.58048512572858	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_30_2	B_3_30_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39244385.0	0.0	150.0	56.0	26.194911743362525	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_31_1	B_3_31_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43049268.0	0.0	150.0	55.0	35.41963441529285	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_31_2	B_3_31_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43049268.0	0.0	150.0	56.0	30.301353174755434	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	warn	pass
B_3_32_1	B_3_32_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48597901.0	0.0	150.0	56.0	34.957907397863146	150.0	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
B_3_32_2	B_3_32_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48597901.0	0.0	150.0	56.0	30.759326256958317	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_33_1	B_3_33_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35848217.0	0.0	150.0	56.0	34.92655464669325	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_33_2	B_3_33_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35848217.0	0.0	150.0	56.0	30.517103287527664	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_34_1	B_3_34_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39569546.0	0.0	150.0	55.0	33.41217100084795	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_34_2	B_3_34_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39569546.0	0.0	150.0	56.0	28.485783731284435	150.0	pass	pass	warn	pass	warn	warn	pass	pass	fail	pass	pass
B_3_35_1	B_3_35_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37044618.0	0.0	150.0	55.0	33.75589231968061	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_35_2	B_3_35_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37044618.0	0.0	150.0	56.0	29.4811647731835	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_36_1	B_3_36_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38735856.0	0.0	150.0	56.0	34.685393425704596	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_36_2	B_3_36_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38735856.0	0.0	150.0	56.0	29.924256848012316	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_38_1	B_3_38_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33329250.0	0.0	150.0	54.0	38.406969315992505	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	warn
B_3_38_2	B_3_38_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33329250.0	0.0	150.0	55.0	37.849413357379945	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	warn
B_3_39_1	B_3_39_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42704237.0	0.0	150.0	55.0	36.3844347721623	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_39_2	B_3_39_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42704237.0	0.0	150.0	56.0	32.05488038442187	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_3_1	B_3_3_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31909816.0	0.0	150.0	55.0	34.054123510103366	150.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	pass	pass
B_3_3_2	B_3_3_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31909816.0	0.0	150.0	55.0	33.25531026103524	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_40_1	B_3_40_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42591812.0	0.0	150.0	55.0	37.11512774160299	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_40_2	B_3_40_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42591812.0	0.0	150.0	56.0	32.30417277409236	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_41_1	B_3_41_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42327748.0	0.0	150.0	55.0	35.05505169052823	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_41_2	B_3_41_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42327748.0	0.0	150.0	56.0	30.4974516111329	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_42_1	B_3_42_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50432022.0	0.0	150.0	55.0	33.26292791127051	150.0	pass	pass	fail	pass	warn	warn	pass	pass	fail	pass	pass
B_3_42_2	B_3_42_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50432022.0	0.0	150.0	56.0	27.6860663107123	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
B_3_4_1	B_3_4_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36542971.0	0.0	150.0	55.0	31.422582877134513	150.0	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
B_3_4_2	B_3_4_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36542971.0	0.0	150.0	55.0	31.062176867232612	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
